complete_address,address,label,building,house_details,locality,pincode,city,state
"425, Ahuja Circle, Above Shop, Bangalore, Karnataka - 074434","425, Circle, Above Shop, Bangalore,",1,,425,,560001,Bangalore,
"795 Raja Chowk, Above Shop, Lucknow, Uttar Pradesh - 518691","795 Raja Chowk, Above Shop, Lucknow, Uttar Pradesh - 518691",0,,795,Lucknow,201691,Lucknow,Uttar Pradesh
"H.No. 32, Dhingra Chowk, Above Shop, Kolkata, West Bengal - 415583","32, Chowk, Above Shop, Kolkata, 415583",1,,32,,700158,Kolkata,
"25, Garg Road, Opposite Mall, Jaipur, Rajasthan - 311105","25, Garg Road, Opposite Mall, Jaipur, Rajasthan - 311105",0,,25,Jaipur,311105,Rajasthan,
"H.No. 76, Kunda Nagar, Behind School, Guwahati, Assam - 834387","H.No. 76, Kunda Nagar, Behind School, Guwahati, Assam - 834387",0,,H.No. 76,Kunda Nagar,834387,Guwahati,Assam
"73/442, Aurora Path, Opposite Mall, Shimla, Himachal Pradesh - 937118","73/442, Aurora Path, Opposite Mall, Shimla, Himachal Pradesh - 937118",0,Aurora Path,73/442,Shimla,122118,Himachal Pradesh,
"160 Sachdev Marg, Opposite Mall, Nashik, Maharashtra - 992965","160 Sachdev Marg, Opposite Mall, Nashik, Maharashtra - 992965",0,,,Nashik,400705,,Maharashtra
"80, Raval Zila, Near Park, Varanasi, Uttar Pradesh - 519322","80, Raval Zila, Near Park, Varanasi, Uttar Pradesh - 519322",0,,80,Raval Zila,221302,Varanasi,Uttar Pradesh
"66/862 Nath Circle, Behind School, Surat, Gujarat - 638510","Nath Circle, School, Gujarat 638510",1,,,Nath Circle,380510,School,Gujarat
"80, Manda Road, Opposite Mall, Mumbai, Maharashtra - 798372","80, Manda Road, Opposite Mall, Mumbai, Maharashtra - 798372",0,,80,,400372,Mumbai,Maharashtra
"49, Ray Circle, Above Shop, Indore, Madhya Pradesh - 499649","49, Circle, Shop, Indore, 499649",1,Circle,49,Indore,499649,,
"19/022, Bawa Nagar, Behind School, Delhi, Delhi - 616261","Bawa Nagar, School, Delhi, -",1,,,Bawana Nagar,-110039,Delhi,
"05, Dass Nagar, Near Park, Lucknow, Uttar Pradesh - 907176","Dass Nagar, Near Lucknow, 907176",1,,,Dass Nagar,201306,Near Lucknow,
"H.No. 41 Saraf Zila, Behind School, Delhi, Delhi - 057856","H.No. 41 Saraf Zila, Behind School, Delhi, Delhi - 057856",0,,H.No. 41,Saraf Zila,110056,Delhi,Delhi
"31/899, Sehgal Street, Opposite Mall, Agra, Uttar Pradesh - 254662","31/899, Sehgal Street, Opposite Mall, Agra, Uttar Pradesh - 254662",0,,31/899,Agra,201006,Uttar Pradesh,
"30 Pingle Road, Above Shop, Shimla, Himachal Pradesh - 618389","30 Pingle Road, Above Shop, Shimla, Himachal Pradesh - 618389",0,,30,Shimla,122389,Himachal Pradesh,
"22/29 Das Ganj, Above Shop, Vizag, Andhra Pradesh - 256500","Das Ganj, Andhra Pradesh 256500",1,,,Das Ganj,560050,,TELANGANA
"63/91, Pai Ganj, Behind School, Delhi, Delhi - 743076","Ganj, Behind Delhi, Delhi -",1,,,Ganj,110030,Behind Delhi,Delhi
"H.No. 73, Shah Path, Behind School, Ludhiana, Punjab - 117987","73, Path, School, Punjab -",1,,73,School,110036,Punjab,
"51, Shukla Marg, Near Park, Meerut, Uttar Pradesh - 695941","51, Shukla Marg, Near Park, Meerut, Uttar Pradesh - 695941",0,,51,Meerut,201009,Uttar Pradesh,
"H.No. 31, Bir Zila, Near Park, Chennai, Tamil Nadu - 139964","H.No. 31, Bir Zila, Near Park, Chennai, Tamil Nadu - 139964",0,,H.No. 31,Bir Zila,600094,Chennai,Tamil Nadu
"H.No. 96, Mangat Street, Opposite Mall, Kolkata, West Bengal - 430570","H.No. 96, Mangat Street, Opposite Mall, Kolkata, West Bengal - 430570",0,,H.No. 96,,700150,Kolkata,West Bengal
"86/874 Sule Path, Above Shop, Vizag, Andhra Pradesh - 112103","86/874 Sule Path, Above Shop, Vizag, Andhra Pradesh - 112103",0,,86/874,Vizag,112103,Andhra Pradesh,
"H.No. 95 More Street, Opposite Mall, Raipur, Chhattisgarh - 971351","H.No. 95 More Street, Opposite Mall, Raipur, Chhattisgarh - 971351",0,,H.No. 95,Raipur,971351,Chhattisgarh,
"H.No. 40, Dalal Ganj, Opposite Mall, Shimla, Himachal Pradesh - 735819","H.No. 40, Dalal Ganj, Opposite Mall, Shimla, Himachal Pradesh - 735819",0,,H.No. 40,Dalal Ganj,122001,Shimla,Himachal Pradesh
"927 Date Zila, Opposite Mall, Ranchi, Jharkhand - 472170","927 Date Zila, Opposite Mall, Ranchi, Jharkhand - 472170",0,,927,Date Zila,272170,Ranchi,Jharkhand
"07/662 Kapur Circle, Above Shop, Vijayawada, Andhra Pradesh - 625471","07/662 Kapur Circle, Above Shop, Vijayawada, Andhra Pradesh - 625471",0,,07/662,Vijayawada,562471,,Andhra Pradesh
"H.No. 93, Tiwari Ganj, Behind School, Delhi, Delhi - 319357","H.No. 93, Tiwari Ganj, Behind School, Delhi, Delhi - 319357",0,,H.No. 93,Tiwari Ganj,110035,Delhi,Delhi
"64/509 Trivedi Street, Behind School, Ludhiana, Punjab - 130810","64/509 Trivedi Street, Behind School, Ludhiana, Punjab - 130810",0,,64/509,Ludhiana,130810,Punjab,
"34/32, More Ganj, Behind School, Mumbai, Maharashtra - 739849","34/32, More Ganj, Behind School, Mumbai, Maharashtra - 739849",0,,34/32,,400009,Mumbai,Maharashtra
"964 Mohan Circle, Near Park, Raipur, Chhattisgarh - 640388","964 Mohan Circle, Near Park, Raipur, Chhattisgarh - 640388",0,Mohan Circle,964,Raipur,640388,Chhattisgarh,
"H.No. 673 Kuruvilla, Opposite Mall, Nashik, Maharashtra - 861157","H.No. 673 Mall, - 861157",1,,H.No. 673,,121007,,
"H.No. 64, Mangal Zila, Above Shop, Bhopal, Madhya Pradesh - 072581","H.No. 64, Mangal Zila, Above Shop, Bhopal, Madhya Pradesh - 072581",0,,H.No. 64,Mangal Zila,072581,Bhopal,Madhya Pradesh
"22/22, Borde Circle, Above Shop, Lucknow, Uttar Pradesh - 123832","22/22, Borde Circle, Above Shop, Lucknow, Uttar Pradesh - 123832",0,,22/22,Lucknow,201328,Lucknow,Uttar Pradesh
"H.No. 935 Upadhyay Zila, Behind School, Nagpur, Maharashtra - 171907","H.No. 935 Upadhyay Zila, Behind School, Nagpur, Maharashtra - 171907",0,,H.No. 935,Upadhyay Zila,411007,Nagpur,Maharashtra
"32 Mutti Ganj, Behind School, Indore, Madhya Pradesh - 066297","32 Mutti Ganj, Behind School, Indore, Madhya Pradesh - 066297",0,,32,Indore,421297,Madhya Pradesh,
"000 Ganesh Ganj, Near Park, Kolkata, West Bengal - 664134","000 Ganesh Ganj, Near Park, Kolkata, West Bengal - 664134",0,,000,,700134,Kolkata,West Bengal
"H.No. 911, Sehgal Ganj, Opposite Mall, Pune, Maharashtra - 808520","H.No. 911, Sehgal Ganj, Opposite Mall, Pune, Maharashtra - 808520",0,,H.No. 911,Sehgal Ganj,411002,Pune,Maharashtra
"51, Vyas Zila, Near Park, Meerut, Uttar Pradesh - 954830","51, Vyas Zila, Near Park, Meerut, Uttar Pradesh - 954830",0,,51,Vyas Zilla,201003,Meerut,Uttar Pradesh
"H.No. 392, Gera Ganj, Opposite Mall, Ludhiana, Punjab - 293599","H.No. 392, Gera Ganj, Opposite Mall, Ludhiana, Punjab - 293599",0,,H.No. 392,Gera Ganj,293599,Ludhiana,Punjab
"88/031 Kohli, Near Park, Vizag, Andhra Pradesh - 928460","88/031 Kohli, Near Park, Vizag, Andhra Pradesh - 928460",0,,88/301,Kohli,500060,Vizag,Andhra Pradesh
"496, Gopal, Behind School, Agra, Uttar Pradesh - 455258","496, Gopal, Behind School, Agra, Uttar Pradesh - 455258",0,,496,Gopal,245518,Agra,Uttar Pradesh
"377 Swaminathan Circle, Above Shop, Pune, Maharashtra - 546874","377 Swaminathan Circle, Above Shop, Pune, Maharashtra - 546874",0,,377,,411004,Pune,Maharashtra
"23/20 Ramesh Path, Opposite Mall, Chennai, Tamil Nadu - 886487","23/20 Ramesh Path, Opposite Mall, Chennai, Tamil Nadu - 886487",0,,23/20,,600087,Chennai,Tamil Nadu
"23/699 Nath Path, Behind School, Srinagar, Jammu & Kashmir - 028388","23/699 Nath Path, Behind School, Srinagar, Jammu & Kashmir - 028388",0,,23/699,Srinagar,028388,Jammu & Kashmir,
"83/00, Ganesan Street, Behind School, Dehradun, Uttarakhand - 840175","83/00, Ganesan Behind School, 840175",1,,83/00,,380015,,
"22/206 Parikh Road, Behind School, Meerut, Uttar Pradesh - 405518","22/206 Parikh Road, Behind School, Meerut, Uttar Pradesh - 405518",0,,22/206,Meerut,201518,Uttar Pradesh,
"93/39, Bahri Street, Opposite Mall, Shimla, Himachal Pradesh - 819132","93/39, Bahri Street, Opposite Mall, Shimla, Himachal Pradesh - 819132",0,,93/39,Shimla,122102,Himachal Pradesh,
"82/31, Vohra Zila, Above Shop, Kochi, Kerala - 133176","82/31, Vohra Zila, Above Shop, Kochi, Kerala - 133176",0,,82/31,Vohra Zilla,133176,Kochi,Kerala
"01 Ganesan Zila, Opposite Mall, Guwahati, Assam - 442339","01 Ganesan Zila, Opposite Mall, Guwahati, Assam - 442339",0,,01,Ganesan Zila,442339,Guwahati,Assam
"02/440 Sagar, Behind School, Chandigarh, Chandigarh - 919576","02/440 Sagar, Behind School, Chandigarh, Chandigarh - 919576",0,Sagar,02/440,Chandigarh,700136,Chandigarh,
"229, Sarna Marg, Above Shop, Nashik, Maharashtra - 970101","229, Sarna Marg, Above Shop, Nashik, Maharashtra - 970101",0,,229,Nashik,410501,,Maharashtra
"21/76, Seth Zila, Near Park, Lucknow, Uttar Pradesh - 910192","Seth Lucknow, Uttar Pradesh 910192",1,,,,201192,Seth Lucknow,Uttar Pradesh
"69 Sharma Zila, Behind School, Jamshedpur, Jharkhand - 562391","69 Sharma Zila, Behind School, Jamshedpur, Jharkhand - 562391",0,,69,Sharma Zila,562391,Jamshedpur,Jharkhand
"95/47, Oommen Marg, Near Park, Ahmedabad, Gujarat - 204011","95/47, Oommen Marg, Near Park, Ahmedabad, Gujarat - 204011",0,,95/47,,380001,Ahmedabad,Gujarat
"H.No. 405, Solanki Street, Behind School, Srinagar, Jammu & Kashmir - 742007","H.No. 405, Solanki Street, Behind School, Srinagar, Jammu & Kashmir - 742007",0,,H.No. 405,Srinagar,742007,Jammu & Kashmir,
"391 Sani Ganj, Near Park, Pune, Maharashtra - 835131","391 Sani Ganj, Near Park, Pune, Maharashtra - 835131",0,,391,,411013,Pune,Maharashtra
"069 Rana Circle, Above Shop, Guwahati, Assam - 190567","069 Rana Circle, Above Shop, Guwahati, Assam - 190567",0,,,Rana Circle,700067,Guwahati,Assam
"711 Varma Marg, Above Shop, Jamshedpur, Jharkhand - 902461","711 Varma Marg, Above Shop, Jamshedpur, Jharkhand - 902461",0,,711,Jamshedpur,201001,Jharkhand,
"H.No. 64, Halder, Near Park, Indore, Madhya Pradesh - 282452","H.No. 64, Halder, Near Park, Indore, Madhya Pradesh - 282452",0,,H.No. 64,Indore,382452,Madhya Pradesh,
"14 Padmanabhan Street, Opposite Mall, Raipur, Chhattisgarh - 241932",14 Padmanabhan Opposite Chhattisgarh 241932,1,,14,,241932,,
"H.No. 86, Chawla Street, Above Shop, Varanasi, Uttar Pradesh - 815162","Chawla Street, Above Shop, Varanasi, Uttar",1,,,Varanasi,221001,Uttar Pradesh,
"60/96, Ratta Nagar, Near Park, Patna, Bihar - 170083","60/96, Ratta Nagar, Near Park, Patna, Bihar - 170083",0,,60/96,Ratta Nagar,210083,Patna,Bihar
"56/398, Raval Road, Above Shop, Nagpur, Maharashtra - 121408","56/398, Above Nagpur, Maharashtra -",1,,56/398,Above Nagpur,411001,,Maharashtra
"01 Nayar Path, Opposite Mall, Guwahati, Assam - 644457","01 Nayar Path, Opposite Mall, Guwahati, Assam - 644457",0,,01,Guwahati,644457,Assam,
"85 Muni Marg, Above Shop, Amritsar, Punjab - 824478","Muni Marg, Shop, Amritsar, 824478",1,,,Amritsar,824478,,
"75/84 Dar Zila, Opposite Mall, Coimbatore, Tamil Nadu - 802065","Zila, Opposite Coimbatore, Tamil 802065",1,,,Zila,802065,Opposite Coimbatore,Tamil Nadu
"06/66, Solanki Road, Behind School, Ludhiana, Punjab - 409033","06/66, Solanki Road, Behind School, Ludhiana, Punjab - 409033",0,,06/66,Ludhiana,409033,Punjab,
"H.No. 442 Bahri Road, Near Park, Chennai, Tamil Nadu - 823164","H.No. Bahri Road, Chennai, Nadu 823164",1,,,,823164,Chennai,Tamil Nadu
"H.No. 530 Aurora, Behind School, Vizag, Andhra Pradesh - 919037","H.No. 530 Aurora, Behind School, Vizag, Andhra Pradesh - 919037",0,Aurora,H.No. 530,Vizag,500019,Andhra Pradesh,
"16/818 Chacko Path, Behind School, Srinagar, Jammu & Kashmir - 684013","16/818 Chacko Srinagar, Kashmir - 684013",1,,16/818,Chacko Srinagar,684013,Kashmir,
"644 Mani Zila, Behind School, Lucknow, Uttar Pradesh - 810746","644 Mani Zila, Behind School, Lucknow, Uttar Pradesh - 810746",0,,644,Mani Zila,201104,Lucknow,Uttar Pradesh
"48, Dutta Path, Opposite Mall, Aurangabad, Maharashtra - 652076","Dutta Path, Mall, Aurangabad, 652076",1,Dutta Path,,Aurangabad,562107,,
"83/530 Parsa Nagar, Near Park, Kolkata, West Bengal - 330632","83/530 Near Park, Kolkata, -",1,,83/530,,-,Kolkata,
"98, Tata Nagar, Opposite Mall, Bangalore, Karnataka - 140279","98, Tata Nagar, Opposite Mall, Bangalore, Karnataka - 140279",0,,98,Tata Nagar,560027,Bangalore,Karnataka
"H.No. 513 Chaudhari Marg, Above Shop, Vijayawada, Andhra Pradesh - 930521","H.No. 513 Chaudhari Marg, Above Shop, Vijayawada, Andhra Pradesh - 930521",0,,H.No. 513,Vijayawada,500052,Andhra Pradesh,
"H.No. 917 Mohan Marg, Near Park, Ranchi, Jharkhand - 376746","H.No. 917 Mohan Marg, Near Park, Ranchi, Jharkhand - 376746",0,,H.No. 917,Ranchi,376246,Jharkhand,
"H.No. 92 Dyal Nagar, Behind School, Kolkata, West Bengal - 823576","H.No. 92 Dyal Nagar, Behind School, Kolkata, West Bengal - 823576",0,,H.No. 92,Dyal Nagar,700023,Kolkata,West Bengal
"H.No. 362 Dutt Nagar, Near Park, Dehradun, Uttarakhand - 369887","H.No. 362 Dutt Nagar, Near Park, Dehradun, Uttarakhand - 369887",0,,H.No. 362,Dutt Nagar,369887,Dehradun,Uttarakhand
"H.No. 56 Iyengar Ganj, Above Shop, Srinagar, Jammu & Kashmir - 029010","H.No. 56 Iyengar Ganj, Above Shop, Srinagar, Jammu & Kashmir - 029010",0,,H.No. 56,Iyengar Ganj,900010,Jammu & Kashmir,
"17, Raja Path, Behind School, Bhopal, Madhya Pradesh - 350963","17, Raja Path, Behind School, Bhopal, Madhya Pradesh - 350963",0,,17,Bhopal,380963,Madhya Pradesh,
"H.No. 183 Nagarajan Road, Near Park, Chennai, Tamil Nadu - 217265","H.No. 183 Nagarajan Road, Near Park, Chennai, Tamil Nadu - 217265",0,,H.No. 183,Chennai,600125,Chennai,Tamil Nadu
"H.No. 318 Nadig Zila, Above Shop, Vijayawada, Andhra Pradesh - 812011","H.No. Vijayawada, Andhra Pradesh - 812011",1,,,Vijayawada,812011,,TELANGANA
"H.No. 137 Singhal Ganj, Near Park, Nagpur, Maharashtra - 527123","H.No. 137 Singhal Ganj, Near Park, Nagpur, Maharashtra - 527123",0,,H.No. 137,Singhal Ganj,421103,Nagpur,Maharashtra
"46/89, Bhattacharyya Nagar, Above Shop, Thiruvananthapuram, Kerala - 672964","46/89, Bhattacharyya Nagar, Above Shop, Thiruvananthapuram, Kerala - 672964",0,,46/89,Bhattacharyya Nagar,600064,Thiruvananthapuram,Kerala
"H.No. 306 Prakash, Opposite Mall, Jaipur, Rajasthan - 855346","H.No. 306 Prakash, Opposite Mall, Jaipur, Rajasthan - 855346",0,,H.No. 306,Jaipur,855346,Rajasthan,
"H.No. 41, Rajagopal Circle, Above Shop, Vijayawada, Andhra Pradesh - 099343","H.No. 41, Circle, Shop, Vijayawada, 099343",1,,H.No. 41,Vijayawada,500043,,
"H.No. 55 Chaudhry Nagar, Opposite Mall, Raipur, Chhattisgarh - 639191","H.No. 55 Chaudhry Nagar, Opposite Mall, Raipur, Chhattisgarh - 639191",0,,H.No. 55,Chaudhry Nagar,639191,Raipur,Chhattisgarh
"H.No. 125, Ram Road, Above Shop, Kochi, Kerala - 407266","H.No. 125, Ram Road, Above Shop, Kochi, Kerala - 407266",0,,H.No. 125,Kochi,700166,Kanchipuram,Kerala
"84/124, Kari Street, Near Park, Kochi, Kerala - 405234","84/124, Street, Park, Kochi, -",1,,84/124,Park,600001,Kochi,
"H.No. 94, Kapur Road, Near Park, Ludhiana, Punjab - 001433","Kapur Road, Near Ludhiana, -",1,,,,-122001,Ludhiana,
"69/086, Raval Ganj, Near Park, Amritsar, Punjab - 674453","69/086, Raval Ganj, Near Park, Amritsar, Punjab - 674453",0,,69/086,Amritsar,124453,Punjab,
"22 Narula, Behind School, Nagpur, Maharashtra - 580816","22 Narula, Behind School, Nagpur, Maharashtra - 580816",0,,22,Narula,380016,Nagpur,Maharashtra
"H.No. 86, Bhardwaj Circle, Near Park, Coimbatore, Tamil Nadu - 490139","H.No. 86, Bhardwaj Circle, Near Park, Coimbatore, Tamil Nadu - 490139",0,,H.No. 86,Coimbatore,600099,Tamil Nadu,
"39/83, Lall Chowk, Above Shop, Mumbai, Maharashtra - 860568","39/83, Lall Chowk, Above Shop, Mumbai, Maharashtra - 860568",0,,39/83,,400568,Mumbai,Maharashtra
"686, Naidu Circle, Near Park, Dehradun, Uttarakhand - 052333","686, Naidu Circle, Dehradun, Uttarakhand",1,,686,Dehradun,210003,Uttar Pradesh,Uttarakhand
"75/44, Raj Ganj, Above Shop, Jamshedpur, Jharkhand - 209718","75/44, Above Shop, Jharkhand 209718",1,,75/44,Jharkhand,209718,,
"11/435 Manne Path, Opposite Mall, Jaipur, Rajasthan - 837873","11/435 Manne Path, Opposite Mall, Jaipur, Rajasthan - 837873",0,,11/435,Jaipur,382345,Rajasthan,
"H.No. 072, Dewan, Opposite Mall, Vizag, Andhra Pradesh - 313040","H.No. 072, Dewan, Opposite Mall, Vizag, Andhra Pradesh - 313040",0,,H.No. 072,Dewan,313004,Vizag,Andhra Pradesh
"84/450, Bava Street, Behind School, Pune, Maharashtra - 276626","84/450, Bava Street, Behind School, Pune, Maharashtra - 276626",0,,84/450,,411026,Pune,Maharashtra
"H.No. 48 Khalsa Street, Above Shop, Guwahati, Assam - 147500","H.No. 48 Khalsa Street, Above Shop, Guwahati, Assam - 147500",0,,H.No. 48,Guwahati,147500,Assam,
"H.No. 240, Balakrishnan Circle, Opposite Mall, Agra, Uttar Pradesh - 594116","H.No. 240, Balakrishnan Circle, Opposite Mall, Agra, Uttar Pradesh - 594116",0,,H.No. 240,Agra,394516,Uttar Pradesh,
"01/975, Gulati Street, Behind School, Delhi, Delhi - 178426","01/975, Gulati Street, Behind School, Delhi, Delhi - 178426",0,,01/975,,110026,Delhi,Delhi
"647, Edwin, Near Park, Thiruvananthapuram, Kerala - 445988","647, Thiruvananthapuram, Kerala 445988",1,,647,Thiruvananthapuram,600088,,Kerala
"38/75 Nadig Street, Above Shop, Ranchi, Jharkhand - 349303","Nadig Street, Ranchi, Jharkhand -",1,,,Nadig Street,700135,Ranchi,Jharkhand
"H.No. 334, Sarma, Behind School, Agra, Uttar Pradesh - 481620","H.No. 334, Sarma, Behind School, Agra, Uttar Pradesh - 481620",0,,H.No. 334,Sarma,201620,Agra,Uttar Pradesh
"73/17 Venkatesh Marg, Above Shop, Kolkata, West Bengal - 672763","73/17 Venkatesh Marg, Above Shop, Kolkata, West Bengal - 672763",0,,73/17,,700763,Kolkata,West Bengal
"16/23 Gill Path, Above Shop, Bangalore, Karnataka - 144995","16/23 Gill Path, Above Shop, Bangalore, Karnataka - 144995",0,,16/23,,560995,Bangalore,Karnataka
"509, Mahajan Circle, Above Shop, Ranchi, Jharkhand - 593640","509, Mahajan Circle, Above Shop, Ranchi, Jharkhand - 593640",0,,509,Ranchi,394340,Jharkhand,
"93/435, Shere Ganj, Behind School, Guwahati, Assam - 877923","Behind School, Guwahati, Assam -",1,,,Behind School,700001,Guwahati,Assam
"67/72 Madan Zila, Above Shop, Varanasi, Uttar Pradesh - 116867","Shop, Uttar Pradesh - 116867",1,,,Shop,201867,Uttar Pradesh,
"H.No. 48 Raju Nagar, Opposite Mall, Nagpur, Maharashtra - 990479","H.No. 48 Raju Nagar, Opposite Mall, Nagpur, Maharashtra - 990479",0,,H.No. 48,Raju Nagar,399079,Nagpur,Maharashtra
"H.No. 425, Mani Marg, Behind School, Kolkata, West Bengal - 348326","H.No. 425, Mani Marg, Behind School, Kolkata, West Bengal - 348326",0,,H.No. 425,,700032,Kolkata,West Bengal
"H.No. 205, Mistry Road, Near Park, Mumbai, Maharashtra - 623074","Mistry Near Mumbai, Maharashtra 623074",1,,,Mistry Near Mumbai,412304,,MAHARASHTRA
"H.No. 68, Prabhu Road, Behind School, Chennai, Tamil Nadu - 160755","68, Chennai, Tamil Nadu - 160755",1,,68,,600075,Chennai,Tamil Nadu
"084 Maharaj Zila, Opposite Mall, Pune, Maharashtra - 575156","084 Opposite Pune, Maharashtra 575156",1,,084,,412516,Pune,Maharashtra
"24 Dutta Chowk, Opposite Mall, Thiruvananthapuram, Kerala - 381483","24 Dutta Chowk, Opposite Mall, Thiruvananthapuram, Kerala - 381483",0,,,Thiruvananthapuram,381483,Kerala,
